City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
281,kasongo-lunda,-6.4667,16.8167,20.7,91,96,0.31,CD,04/02/2023
282,kahului,20.8947,-156.47,27.01,54,75,3.6,US,04/02/2023
283,najran,17.4924,44.1277,19.36,50,84,5.44,SA,04/02/2023
284,suba,10.8438,121.0102,27.86,74,82,3.53,PH,04/02/2023
285,buluang,13.3068,123.3425,23.31,91,100,1.09,PH,04/02/2023
286,alekseyevka,50.6309,38.6903,6.66,75,100,2.79,RU,04/02/2023
287,rodrigues alves,-7.738,-72.6509,24.11,91,92,0.6,BR,04/02/2023
288,anadyr,64.75,177.4833,-15.72,78,75,2.0,RU,04/02/2023
289,coihaique,-45.5752,-72.0662,12.34,58,75,2.06,CL,04/02/2023
290,lima duarte,-21.8425,-43.7931,16.95,97,55,1.49,BR,04/02/2023
291,kununurra,-15.7667,128.7333,22.99,94,56,5.14,AU,04/02/2023
292,gladstone,-23.85,151.25,19.96,88,100,1.54,AU,04/02/2023
293,yarada,17.65,83.2667,26.9,83,96,4.61,IN,04/02/2023
294,cape canaveral,28.4058,-80.6048,29.04,70,0,5.66,US,04/02/2023
295,iskateley,67.6803,53.1512,-12.67,97,69,1.62,RU,04/02/2023
296,chuy,-33.6971,-53.4616,17.24,72,78,2.89,UY,04/02/2023
297,husavik,66.0449,-17.3389,1.21,82,100,2.7,IS,04/02/2023
298,college,64.8569,-147.8028,-0.52,84,100,5.14,US,04/02/2023
299,shitanjing,39.2342,106.3439,1.28,38,100,2.37,CN,04/02/2023
300,gat,31.61,34.7642,15.78,62,15,2.65,IL,04/02/2023
301,olafsvik,64.8945,-23.7142,4.35,85,100,4.98,IS,04/02/2023
302,ekibastuz,51.6667,75.3667,-1.54,45,30,4.16,KZ,04/02/2023
303,isla vista,34.4133,-119.861,21.55,69,0,2.57,US,04/02/2023
304,kaffrine,14.1059,-15.5508,25.1,46,1,4.66,SN,04/02/2023
305,acapulco,16.8634,-99.8901,30.21,48,23,4.85,MX,04/02/2023
306,corn island,12.1694,-83.0418,26.54,81,25,8.49,NI,04/02/2023
307,jardim,-21.4803,-56.1381,27.37,63,84,1.18,BR,04/02/2023
308,akyab,20.15,92.9,24.18,80,100,2.32,MM,04/02/2023
309,maltahohe,-24.8333,16.9833,19.32,35,3,5.21,NA,04/02/2023
310,polonnaruwa,7.9333,81.0,23.23,95,4,1.18,LK,04/02/2023
311,xingcheng,40.6167,120.7167,7.45,64,92,1.49,CN,04/02/2023
312,los llanos de aridane,28.6585,-17.9182,18.96,72,100,6.69,ES,04/02/2023
313,guajara,-2.9667,-57.6667,22.31,99,100,0.46,BR,04/02/2023
314,ostrovnoy,68.0531,39.5131,-7.6,84,100,1.98,RU,04/02/2023
315,morondava,-20.2833,44.2833,25.49,86,44,1.88,MG,04/02/2023
316,kibakwe,-6.7167,36.3667,17.68,96,89,1.43,TZ,04/02/2023
317,umm lajj,25.0213,37.2685,22.41,51,3,3.63,SA,04/02/2023
318,praia,14.9215,-23.5087,25.3,69,0,5.14,CV,04/02/2023
319,limon,10.0,-83.0333,25.03,88,100,3.09,CR,04/02/2023
320,altea,38.5989,-0.0514,15.99,63,2,3.9,ES,04/02/2023
321,santiago del estero,-27.7951,-64.2615,23.95,73,93,1.68,AR,04/02/2023
322,kanlagay,5.8757,121.2915,26.27,82,99,2.54,PH,04/02/2023
323,halifax,44.6453,-63.5724,6.0,39,5,9.77,CA,04/02/2023
324,ekhabi,53.5102,142.9671,-1.59,88,100,3.09,RU,04/02/2023
325,lavumisa,-27.31,31.892,19.19,98,5,1.8,SZ,04/02/2023
326,bolama,11.5833,-15.4667,26.19,77,1,6.65,GW,04/02/2023
327,tornio,65.8481,24.1466,-12.99,96,17,1.61,FI,04/02/2023
328,severo-kurilsk,50.6789,156.125,-0.01,86,99,6.84,RU,04/02/2023
329,oistins,13.0667,-59.5333,28.05,65,20,9.77,BB,04/02/2023
330,torrington,41.8007,-73.1212,8.3,31,4,1.79,US,04/02/2023
331,alpena,45.0617,-83.4327,6.18,49,75,4.63,US,04/02/2023
332,quang ngai,15.1167,108.8,22.54,92,70,1.92,VN,04/02/2023
333,moorhead,46.8739,-96.7676,4.98,75,0,4.12,US,04/02/2023
334,huangpu,25.4433,113.1747,20.61,98,99,1.72,CN,04/02/2023
335,ludvika,60.1496,15.1878,-3.15,96,11,1.27,SE,04/02/2023
336,silvan,38.1419,41.0081,6.16,70,100,1.18,TR,04/02/2023
337,hirara,24.8,125.2833,18.92,77,20,3.6,JP,04/02/2023
338,kilindoni,-7.9139,39.6668,27.69,79,85,5.71,TZ,04/02/2023
339,labuhan,-6.8844,112.2051,23.26,88,100,3.66,ID,04/02/2023
340,yabelo,4.8833,38.0833,16.96,78,96,1.44,ET,04/02/2023
341,mount gambier,-37.8333,140.7667,9.94,85,1,1.29,AU,04/02/2023
342,yulara,-25.2406,130.9889,21.49,46,83,3.45,AU,04/02/2023
343,bagdarin,54.4333,113.6,-11.15,65,100,4.11,RU,04/02/2023
344,spring valley,36.108,-115.245,24.97,17,40,8.75,US,04/02/2023
345,quatre cocos,-20.2078,57.7625,26.16,85,93,3.44,MU,04/02/2023
346,gayeri,12.6497,0.4931,30.23,10,69,3.65,BF,04/02/2023
347,yabassi,4.457,9.9682,25.35,93,67,0.2,CM,04/02/2023
348,jacqueville,5.2052,-4.4146,27.41,85,91,4.17,CI,04/02/2023
349,uddevalla,58.3478,11.9424,-1.67,86,8,1.6,SE,04/02/2023
350,poplar bluff,36.757,-90.3929,21.88,38,0,5.66,US,04/02/2023
351,rock sound,24.9,-76.2,25.4,71,2,2.01,BS,04/02/2023
352,sola,-13.8833,167.55,28.37,84,75,1.03,VU,04/02/2023
353,dondo,-19.6094,34.7431,25.73,89,2,0.45,MZ,04/02/2023
354,inhambane,-23.865,35.3833,23.06,72,47,3.12,MZ,04/02/2023
355,rawson,-43.3002,-65.1023,17.28,49,28,8.87,AR,04/02/2023
356,jibuti,11.5,42.5,25.93,71,100,2.86,DJ,04/02/2023
357,alexandria,31.2156,29.9553,15.3,50,2,4.53,EG,04/02/2023
358,lumberton,34.6182,-79.0086,21.17,34,0,3.09,US,04/02/2023
359,dubai,25.2582,55.3047,21.96,60,0,4.12,AE,04/02/2023
360,surin,14.8818,103.4936,28.84,95,80,3.49,TH,04/02/2023
361,gorontalo,0.5412,123.0595,22.73,94,89,1.48,ID,04/02/2023
362,berlevag,70.8578,29.0864,-3.03,74,83,7.72,NO,04/02/2023
363,inirida,3.8653,-67.9239,26.12,89,63,1.47,CO,04/02/2023
364,balaipungut,1.05,101.2833,22.68,96,100,0.96,ID,04/02/2023
365,santa,17.486,120.4348,24.09,76,55,1.87,PH,04/02/2023
366,phultala,22.7,89.5167,23.45,82,68,2.44,BD,04/02/2023
367,natchitoches,31.7668,-93.1335,27.47,41,100,6.17,US,04/02/2023
368,sorland,67.667,12.6934,1.92,61,100,9.73,NO,04/02/2023
369,springdale,36.1867,-94.1288,24.07,35,0,9.26,US,04/02/2023
370,stornoway,58.2093,-6.3865,8.98,78,100,1.54,GB,04/02/2023
371,canavieiras,-15.675,-38.9472,25.66,79,21,2.7,BR,04/02/2023
372,mola di bari,41.0609,17.0873,14.39,78,100,1.17,IT,04/02/2023
373,comarapa,-17.9,-64.4833,16.19,82,39,1.84,BO,04/02/2023
374,fagersta,60.0042,15.7932,-2.79,95,5,1.7,SE,04/02/2023
375,kamenka,51.3223,42.7678,8.03,82,100,1.64,RU,04/02/2023
376,zambezi,-13.5432,23.1047,18.53,96,100,1.95,ZM,04/02/2023
377,ahtopol,42.1,27.95,11.58,80,98,2.16,BG,04/02/2023
378,poum,-20.2333,164.0167,26.61,71,8,2.66,NC,04/02/2023
379,arshan,46.2732,44.22,7.21,70,94,5.0,RU,04/02/2023
380,katiola,8.1333,-5.1,29.35,54,24,3.76,CI,04/02/2023
381,sujiatun,41.6592,123.3392,5.1,60,100,2.0,CN,04/02/2023
382,novooleksiyivka,46.2269,34.6428,9.03,90,100,7.85,UA,04/02/2023
383,kitob,39.0843,66.8332,12.55,86,100,1.07,UZ,04/02/2023
384,gusau,12.1628,6.6614,27.58,11,63,3.78,NG,04/02/2023
385,qui nhon,13.7667,109.2333,24.44,89,47,1.77,VN,04/02/2023
386,san joaquin,37.9333,-121.3011,17.4,51,75,7.72,US,04/02/2023
387,samarai,-10.6167,150.6667,28.35,77,86,3.56,PG,04/02/2023
388,colombo,6.9319,79.8478,24.97,84,83,2.19,LK,04/02/2023
389,udachnyy,66.4167,112.4,-6.5,84,100,11.39,RU,04/02/2023
390,hobyo,5.3505,48.5268,28.43,76,44,6.35,SO,04/02/2023
391,mikuni,36.2171,136.1519,5.95,77,1,4.82,JP,04/02/2023
392,kinsale,51.7075,-8.5306,5.65,100,20,4.12,IE,04/02/2023
393,tilichiki,60.4667,166.1,-3.39,96,100,0.71,RU,04/02/2023
394,palasa,18.7667,84.4167,25.15,85,95,2.99,IN,04/02/2023
395,novyy buh,47.6931,32.5216,6.32,93,100,3.74,UA,04/02/2023
396,soe,-9.8607,124.284,17.75,92,86,1.57,ID,04/02/2023
397,san cristobal,7.7669,-72.225,26.1,65,96,2.02,VE,04/02/2023
398,montecristi,-1.05,-80.6667,28.9,79,40,3.6,EC,04/02/2023
399,kontagora,10.3999,5.4695,29.38,16,15,1.75,NG,04/02/2023
400,chulumani,-16.4096,-67.5263,20.53,90,76,1.32,BO,04/02/2023
401,ouro preto do oeste,-10.7481,-62.2158,25.06,87,90,1.82,BR,04/02/2023
402,coxim,-18.5067,-54.76,27.29,66,91,1.71,BR,04/02/2023
403,stephenville crossing,48.5,-58.4318,1.07,86,75,11.32,CA,04/02/2023
404,khorixas,-20.3667,14.9667,20.15,43,49,2.51,NA,04/02/2023
405,davenda,53.5556,119.317,-12.51,98,100,1.56,RU,04/02/2023
406,merauke,-8.4667,140.3333,26.55,84,100,2.52,ID,04/02/2023
407,ulladulla,-35.35,150.4667,14.32,71,22,0.65,AU,04/02/2023
408,hovd,48.0056,91.6419,-13.67,46,62,2.26,MN,04/02/2023
409,ullal,12.8,74.85,24.53,78,20,1.54,IN,04/02/2023
410,plettenberg bay,-34.0527,23.3716,18.5,79,80,3.48,ZA,04/02/2023
411,sacapulas,15.2867,-91.0872,32.8,33,69,3.62,GT,04/02/2023
412,victoria,22.2855,114.1577,22.03,91,94,2.24,HK,04/02/2023
413,yerofey pavlovich,53.9667,121.9667,-8.29,95,100,2.06,RU,04/02/2023
414,kavaratti,10.5669,72.642,27.76,69,6,4.54,IN,04/02/2023
415,sardarpur,22.678,74.9484,23.38,33,0,2.81,IN,04/02/2023
416,rio hato,8.3833,-80.1667,32.66,57,51,8.59,PA,04/02/2023
417,melfi,40.9965,15.6514,10.83,99,100,1.99,IT,04/02/2023
418,prince rupert,54.3161,-130.3201,7.05,65,20,3.6,CA,04/02/2023
419,moron,-34.6534,-58.6198,18.88,81,100,3.09,AR,04/02/2023
420,pacific grove,36.6177,-121.9166,17.23,65,75,5.66,US,04/02/2023
421,erzin,36.9559,36.2,12.05,89,74,0.96,TR,04/02/2023
422,chicama,-7.8447,-79.1469,28.3,65,78,4.08,PE,04/02/2023
423,mogadishu,2.0371,45.3438,27.74,79,96,3.83,SO,04/02/2023
424,el alto,-4.2714,-81.2147,27.81,76,83,4.75,PE,04/02/2023
425,san alberto,7.7611,-73.3922,31.12,67,100,1.91,CO,04/02/2023
426,shaoyang,27.2315,111.4525,20.33,91,6,1.16,CN,04/02/2023
427,port hedland,-20.3167,118.5667,29.0,67,67,4.56,AU,04/02/2023
428,vitre,48.1178,-1.2058,7.49,91,50,3.38,FR,04/02/2023
429,santa maria,-29.6842,-53.8069,23.61,53,0,3.09,BR,04/02/2023
430,perth,-31.9333,115.8333,16.48,99,0,0.0,AU,04/02/2023
431,xiaoweizhai,26.1903,107.5125,19.69,87,95,3.89,CN,04/02/2023
432,bardiyah,31.7561,25.0865,19.57,33,12,6.13,LY,04/02/2023
433,domodossola,46.1165,8.2931,12.47,70,38,3.23,IT,04/02/2023
434,northam,51.0333,-4.2167,7.92,85,100,3.09,GB,04/02/2023
435,bhinga,27.7167,81.9333,20.03,55,0,2.82,IN,04/02/2023
436,moratuwa,6.773,79.8816,25.01,85,93,2.07,LK,04/02/2023
437,kabugao,18.0217,121.1842,22.29,95,90,0.3,PH,04/02/2023
438,lorengau,-2.0226,147.2712,27.33,78,99,2.02,PG,04/02/2023
439,hay river,60.8156,-115.7999,-8.02,79,100,2.06,CA,04/02/2023
440,mazagao,-0.115,-51.2894,29.03,95,37,1.73,BR,04/02/2023
441,bad windsheim,49.5,10.4167,3.07,87,100,3.09,DE,04/02/2023
442,seymchan,62.8833,152.4333,-22.55,94,70,0.5,RU,04/02/2023
443,domoni,-12.2569,44.5319,26.28,85,93,1.28,KM,04/02/2023
444,shenzhen,22.5455,114.0683,21.97,93,84,5.38,CN,04/02/2023
445,pundaguitan,6.3711,126.1689,26.79,77,99,1.99,PH,04/02/2023
446,methoni,36.8197,21.7049,14.56,76,93,4.74,GR,04/02/2023
447,haines junction,60.7522,-137.5108,-4.03,42,100,0.51,CA,04/02/2023
448,victor harbor,-35.5667,138.6167,12.8,76,57,1.9,AU,04/02/2023
449,chengde,40.9725,117.9361,10.1,29,100,0.95,CN,04/02/2023
450,diffa,13.3154,12.6113,27.71,10,94,4.1,NE,04/02/2023
451,tateyama,34.9833,139.8667,10.96,69,100,8.13,JP,04/02/2023
452,gaya,24.7833,85.0,21.95,49,0,0.0,IN,04/02/2023
453,cuamba,-14.8031,36.5372,18.59,98,38,2.01,MZ,04/02/2023
454,barinas,8.6226,-70.2075,35.02,38,76,1.42,VE,04/02/2023
455,tabou,4.423,-7.3528,26.61,85,21,2.07,CI,04/02/2023
456,obsharovka,53.125,48.8531,6.28,68,54,2.97,RU,04/02/2023
457,killam,52.7834,-111.8518,-0.22,94,100,3.3,CA,04/02/2023
458,egvekinot,66.3167,-179.1667,-17.3,94,100,2.13,RU,04/02/2023
459,hanzhong,33.0728,107.0303,11.52,80,100,1.97,CN,04/02/2023
460,beloha,-25.1667,45.05,20.99,91,48,4.0,MG,04/02/2023
461,torbay,47.6666,-52.7314,5.43,88,100,5.66,CA,04/02/2023
462,nishihara,26.1842,127.7558,18.6,80,20,4.12,JP,04/02/2023
463,pringsewu,-5.3582,104.9744,22.09,95,100,1.49,ID,04/02/2023
464,bejar,40.3864,-5.7634,6.23,47,41,2.9,ES,04/02/2023
465,saint anthony,45.0205,-93.218,8.79,54,0,9.26,US,04/02/2023
466,arman,59.7,150.1667,-6.1,81,35,3.73,RU,04/02/2023
467,zhanaozen,43.3,52.8,5.8,75,78,5.58,KZ,04/02/2023
468,black river,18.0264,-77.8487,27.0,71,27,3.83,JM,04/02/2023
469,dingle,10.9995,122.6711,22.98,88,99,2.63,PH,04/02/2023
470,singkang,2.1006,102.7994,23.26,96,87,1.19,MY,04/02/2023
471,bridlington,54.0831,-0.1919,5.5,73,6,4.39,GB,04/02/2023
472,krasnoselkup,65.7,82.4667,-3.32,96,100,5.11,RU,04/02/2023
473,livingston,55.9029,-3.5226,6.03,88,0,1.03,GB,04/02/2023
474,teya,60.3778,92.6267,-7.21,92,100,3.45,RU,04/02/2023
475,dubbo,-32.25,148.6167,16.07,77,40,6.17,AU,04/02/2023
476,leh,34.1667,77.5833,-6.32,80,86,0.18,IN,04/02/2023
477,te anau,-45.4167,167.7167,9.72,69,33,0.81,NZ,04/02/2023
478,sangar,63.9242,127.4739,-13.04,96,100,2.61,RU,04/02/2023
479,baykit,61.67,96.37,-11.66,99,98,1.41,RU,04/02/2023
480,puro,12.4841,123.3827,25.5,81,96,1.87,PH,04/02/2023
481,puerto madryn,-42.7692,-65.0385,16.86,55,10,5.89,AR,04/02/2023
482,abu dhabi,24.4667,54.3667,23.3,60,0,4.12,AE,04/02/2023
483,adrar,20.5022,-10.0711,26.25,5,0,3.4,MR,04/02/2023
484,bontang,0.1333,117.5,24.27,92,100,3.31,ID,04/02/2023
485,tazovskiy,67.4667,78.7,-12.06,96,97,4.26,RU,04/02/2023
486,san patricio,28.017,-97.5169,32.31,52,100,8.18,US,04/02/2023
487,lufilufi,-13.8745,-171.5986,29.88,71,35,2.13,WS,04/02/2023
488,sao felix do xingu,-6.6447,-51.995,22.79,97,99,1.05,BR,04/02/2023
489,comodoro rivadavia,-45.8667,-67.5,18.92,27,0,5.14,AR,04/02/2023
490,muli,2.9167,73.5667,27.73,70,69,2.41,MV,04/02/2023
491,jackson,42.4165,-122.8345,8.9,69,100,7.72,US,04/02/2023
492,korla,41.7597,86.1469,2.28,23,0,9.96,CN,04/02/2023
493,porto torres,40.835,8.3972,11.1,84,94,5.14,IT,04/02/2023
494,morrope,-6.5417,-80.0111,29.06,63,43,5.86,PE,04/02/2023
495,tessalit,20.1986,1.0114,26.3,6,8,3.37,ML,04/02/2023
496,gizo,-8.103,156.8419,27.34,73,100,2.12,SB,04/02/2023
497,manjacaze,-24.7117,33.8828,19.14,92,0,2.31,MZ,04/02/2023
498,gezing,47.9178,13.1299,3.53,96,75,5.14,AT,04/02/2023
499,kenora,49.8167,-94.4337,5.54,38,100,3.6,CA,04/02/2023
500,luderitz,-26.6481,15.1594,15.95,86,4,4.75,NA,04/02/2023
501,qaqortoq,60.7167,-46.0333,-1.71,82,100,3.03,GL,04/02/2023
502,tsaratanana,-16.7833,47.65,22.78,92,100,1.65,MG,04/02/2023
503,okahandja,-21.9833,16.9167,17.44,35,29,1.5,NA,04/02/2023
504,mosquera,4.7059,-74.2302,17.05,67,75,1.54,CO,04/02/2023
505,chokurdakh,70.6333,147.9167,-23.69,94,66,4.98,RU,04/02/2023
506,lisakovsk,52.5369,62.4936,-0.97,78,0,3.49,KZ,04/02/2023
507,oktyabrskoye,43.0645,44.7417,3.08,80,74,3.0,RU,04/02/2023
508,sydney,-33.8679,151.2073,17.38,97,75,3.09,AU,04/02/2023
509,ullapool,57.8987,-5.1604,6.52,86,100,2.06,GB,04/02/2023
510,foam lake,51.65,-103.5343,-6.99,93,100,5.91,CA,04/02/2023
511,esmeralda,21.8525,-78.1169,28.58,50,8,6.21,CU,04/02/2023
512,bastrop,32.7562,-91.8724,27.61,34,0,2.57,US,04/02/2023
513,churapcha,62.0025,132.4325,-17.48,96,49,2.49,RU,04/02/2023
514,nemuro,43.3236,145.575,1.02,70,0,6.03,JP,04/02/2023
515,sambava,-14.2667,50.1667,24.32,90,100,2.23,MG,04/02/2023
516,yola,9.2,12.4833,31.9,31,0,0.0,NG,04/02/2023
517,quelimane,-17.8786,36.8883,23.84,74,97,2.12,MZ,04/02/2023
518,puerto narino,-3.7703,-70.3831,25.25,86,98,1.32,CO,04/02/2023
519,bodden town,19.2833,-81.25,28.85,74,40,3.09,KY,04/02/2023
520,obo,5.3998,26.4869,23.71,56,27,0.42,CF,04/02/2023
521,wewak,-3.5534,143.6268,26.08,84,100,2.13,PG,04/02/2023
522,hualmay,-11.0964,-77.6139,25.52,77,61,3.54,PE,04/02/2023
523,grindavik,63.8424,-22.4338,4.97,87,100,6.17,IS,04/02/2023
524,alofi,-19.0595,-169.9187,27.94,74,68,8.23,NU,04/02/2023
525,beyneu,45.3167,55.2,7.69,61,9,2.99,KZ,04/02/2023
526,brainerd,46.358,-94.2008,7.97,53,40,7.2,US,04/02/2023
527,catamarca,-28.4696,-65.7852,25.88,70,16,3.54,AR,04/02/2023
528,iztapa,13.9333,-90.7075,30.61,58,94,4.49,GT,04/02/2023
529,casino,-28.8667,153.05,18.09,87,41,2.28,AU,04/02/2023
530,pontypridd,51.6021,-3.3421,7.34,86,97,2.63,GB,04/02/2023
531,stryn,61.9045,6.7226,4.4,77,32,2.95,NO,04/02/2023
532,makakilo city,21.3469,-158.0858,26.18,75,20,3.6,US,04/02/2023
533,hervey bay,-25.2986,152.8535,21.73,78,54,5.26,AU,04/02/2023
534,kearney,40.6995,-99.0815,20.31,28,0,0.0,US,04/02/2023
535,nevel,56.0209,29.9284,-2.16,91,100,4.88,RU,04/02/2023
536,charters towers,-20.1,146.2667,23.7,84,34,4.18,AU,04/02/2023
537,wilmington,34.2257,-77.9447,18.25,50,0,4.12,US,04/02/2023
538,farafangana,-22.8167,47.8333,22.88,90,92,0.53,MG,04/02/2023
539,sinnamary,5.3833,-52.95,24.92,84,86,4.96,GF,04/02/2023
540,kurdzhinovo,43.9884,40.9552,6.99,74,100,1.91,RU,04/02/2023
541,hashtrud,37.4779,47.0508,1.67,75,1,5.0,IR,04/02/2023
542,katobu,-4.9408,122.5276,23.67,94,100,0.87,ID,04/02/2023
543,samarinda,-0.5,117.15,22.71,100,100,1.32,ID,04/02/2023
544,banes,20.9625,-75.7186,26.42,62,11,5.57,CU,04/02/2023
545,maniitsoq,65.4167,-52.9,-5.61,72,10,3.38,GL,04/02/2023
546,yamada,39.4667,141.95,5.98,71,7,1.68,JP,04/02/2023
547,warrnambool,-38.3833,142.4833,10.18,85,1,2.75,AU,04/02/2023
548,jiangkou,25.4872,119.1986,15.19,76,69,3.25,CN,04/02/2023
549,yafran,32.0633,12.5286,9.88,63,63,6.88,LY,04/02/2023
550,fort nelson,58.8053,-122.7002,-1.14,53,75,2.24,CA,04/02/2023
551,marawi,7.9986,124.2928,20.16,94,83,0.58,PH,04/02/2023
552,ende,-8.8432,121.6623,24.83,87,100,1.18,ID,04/02/2023
553,sabha,27.0377,14.4283,21.76,11,0,5.9,LY,04/02/2023
554,coahuayana,18.7333,-103.6833,30.48,45,98,3.24,MX,04/02/2023
555,labuan,5.2767,115.2417,23.2,100,20,0.0,MY,04/02/2023
556,pangnirtung,66.1451,-65.7125,-14.19,82,100,1.78,CA,04/02/2023
557,urubicha,-15.3833,-62.95,26.53,74,99,0.82,BO,04/02/2023
558,ambon,-3.6954,128.1814,23.08,94,20,2.57,ID,04/02/2023
559,asau,46.4333,26.4,8.51,93,100,1.36,RO,04/02/2023
560,zyryanka,65.75,150.85,-21.17,94,72,4.1,RU,04/02/2023
561,sur,22.5667,59.5289,26.26,65,4,1.95,OM,04/02/2023
562,taseyevo,57.2169,94.8978,-7.53,78,99,3.34,RU,04/02/2023
563,betong,5.7743,101.0723,21.64,98,100,0.42,TH,04/02/2023
